date,time,Annotated tweet,Class,Your class label
 10/17/2012, AM 10:54:45, Have a really bad feeling Mitt  Romney  is going to win the  election  :(,-1,
 10/17/2012, AM 10:55:42, I'm not happy about  Romney 's support of the  coal industry ! It's bad for the environment and dangerous for the workers.,-1,
 10/17/2012, AM 10:58:22, Dear debate :  Romney  gets tough on  China on debate  while selling his Sensata company to China and dumping his employees earlier.,-1,
 10/17/2012, AM 10:59:04, 3. I don't like  Obama  as a  president  nor do I like  Romney  but Obama isn't trying to take away my money,1,
10/16/2012,PM 9:31:02, People   twist  Romney and Obamas words watch it yourself and see,0,
10/16/2012,PM 9:31:04,"oh great  Romney,  let's start a  trade   war  with China #idiot",-1,
10/16/2012,PM 9:31:04,I don't understand how Obama has been able to get more talk time then Romney!  Romney  keeps  interrupting  #debate,-1,
10/16/2012,PM 9:31:06,Wait  Romney  wants to repeal Obamacare on day one if he wins not label  China  as a currency manipulator #LiesRomneySays,0,
10/16/2012,PM 9:31:09, Romney  is gonna  brainwash  everybody just like Hitler brainwashed the Germans!,-1,
10/16/2012,PM 9:31:11, Romney  sent jobs to  China  yet now he is saying that we need more here in the US? #pleasebejoking #youtubepolitics,-1,
10/16/2012,PM 9:31:11,If  Romney  become president i'm takin my baby and our parents & leavin out this mf.,-1,
10/16/2012,PM 9:31:13,"Shorter  Romney:  I want to take  violence  off our streets and back into our homes, where it belongs. #debate",0,
10/16/2012,PM 9:31:23, Romney  officially lost my  vote.  I know too many people  without papers who just get stuck because of the system... #Obama,-1,
10/16/2012,PM 9:31:32,You know what? All this Obama and  Romney  shit has concluded that  Jesus  should be our new president! #Jesus2012 http://t.co/gvdDLALG,0,
10/16/2012,PM 9:31:35," Romney's  Koch bros donors run ""small business"" extracting   oil  for $0 & selling it back at a  high price !  He doesn't care about us! #debates",-1,
10/16/2012,PM 9:31:37, Romney  asked about banning  AK47s  and he goes on a rant about single parents creating criminals. What a fucktard!,-1,
10/16/2012,PM 9:31:39,"If  Romney  is elected, President Obama's  policies  that he has Tried to enforce will then magical become Romney's bright ideas.",-1,
10/16/2012,PM 9:31:42," Obama  care  sound  way better than ""Romney Care"" anyway lol",-1,
10/16/2012,PM 9:31:44,Obama and  Romney  agree on so many things...just form as one.,0,
10/16/2012,PM 9:31:45, Romney  and the republican party are  insane...why  do I feel like they are throwing us back to Victorian times...my God...,-1,
10/16/2012,PM 9:32:09,But talking  shit  about  Romney  is one of the funnest things ever,-1,
10/16/2012,PM 9:32:09,So Much Fucking  Hate  For  Romney  On My Timeline Can Somebody Tell Me Exactly What He Did To Anger Everybody Besides Trying To Be President ?,-1,
10/16/2012,PM 9:32:11,#Debate  Romney  and Obama seem to be  slinging  mud...not solutions.,0,
10/16/2012,PM 9:32:15,I just shouted WHAT at the television for like 2 minutes.  Romney  is just  baffling.  #debate,-1,
10/16/2012,PM 9:32:19," Romney  mention  Canada  5 times, why, did China hear what he call then.",0,
10/16/2012,PM 9:32:19, Romney  reminds me of a white Mr.Hoggard lol creepy  ass ,-1,
10/16/2012,PM 9:32:22, Romney  cant  win...  He just cant.,1,
10/16/2012,PM 9:32:22,Gov.  Romney  was for an  assault  weapons ban before he was against it. -Obama,-1,
10/16/2012,PM 9:32:30,@awenuh_rose HEy didya know Mitt  Romney's  real  name  is Willard #lolz,0,
10/16/2012,PM 9:32:38,Mitt  Romney's  plans would leave 72 million without  health  coverage; 30 million will get it under Obamacare. #2012debate #debate,0,
10/16/2012,PM 9:32:42, Obama   smashin  on Romney..... Ant meet Boot,-1,
10/16/2012,PM 9:32:43,@HYFRimBeautiful: Df  Romney   Smiling  For Bitch You Ain't Won Shit Lmao,-1,
10/16/2012,PM 9:32:45, Romney   looks  like a pedophile,-1,
10/16/2012,PM 9:32:47, Romney's  the type of  person  to follow you And then unfollow you as soon you start following him.. #bitchmade,0,
10/16/2012,PM 9:32:49,@gretawire Mitt  Romney   period! ,1,
10/16/2012,PM 9:32:49,So...  Who  decides which  color  tie that they wear? Lol #Debate2012 #Romney #MrPresident,0,
10/16/2012,PM 9:32:50,I'm sorry  Romney   looking   like Shorty which got rocked on the bus! KO,-1,
10/16/2012,PM 9:32:51,Key word.  She  said  QUICK....  *looks at #Romney *,0,
10/16/2012,PM 9:32:53, Romney  just looks like he can't be  trusted....he  has this look in his eye lol,-1,
10/16/2012,PM 9:33:01,Both  Romney  and Obama advancing on  moderator  like she is a piece of Candy!,0,
10/16/2012,PM 9:33:09,I'm glad  Obama   backlashed  at Romney. If I were him I would've been offended too.,-1,
10/16/2012,PM 9:33:11,Lmao! I can't  believe   Romney  right now. It's clear he's lost touch with society.,-1,
10/16/2012,PM 9:33:11,I  hate  how  Romney   thinks  if he becomes pres. he'll change every problem there is. Like HELLO! It takes more than 4 years to change anything!,-1,
10/16/2012,PM 9:33:13,"PREACH! #townhalldebate RT @iamjayfizzle  Romney  is full of  shit  & he's blowing smoke,he's making promises tht's he's not practicing himself",-1,
10/16/2012,PM 9:33:13, Romney's   facial   expressions  are priceless. #PresidentialDebate,-1,
10/16/2012,PM 9:33:15," Romney,  you've made it clear that  China  is cheating yeah. But there's NOTHING you can do about that short of waging  war. ",2,
10/16/2012,PM 9:33:16,OMG  Obama  just nodded his head in  agreement  with Romney! History has been made people #debates,0,
10/16/2012,PM 9:33:18, Romney  you don't pay half the  taxes  that 99% of Americans do. Sit your rich ass down.,-1,
10/16/2012,PM 9:33:18,WHAT?!  Romney  giving a straightforward  answer?!  #signoftheapocalypse ??,-1,
10/16/2012,PM 9:33:20,"Notice,  Romney  steps  forward  to answer the question. Obama won't stay in the back, steps up as well #debates",0,
10/16/2012,PM 9:33:25, Romney   Lies  are made in China,-1,
10/16/2012,PM 9:33:26,I would really appreciate if  Romney  would stop telling me what Obama has done wrong and tell me what he's going to  do  right.,0,
10/16/2012,PM 9:33:35,We owe china so much money. They are going to fuck us over if  Romney  wins. He is talking that good  shit  now though.,-1,
10/16/2012,PM 9:33:38, Romney  is so  annoying. ,-1,
10/16/2012,PM 9:33:39," Romney  really hates  China,  doesn't he? Like, damn, if I was Chinese, I'd be hurt rn lmao",0,
10/16/2012,PM 9:33:42,"Can't wait to see  Romney  on  ""Dancing  with the Stars"" in a couple years.",0,
10/16/2012,PM 9:33:42,It's funny the things people this  young  have to say about  Obama/Romney  #prohecting?,0,
10/16/2012,PM 9:33:44,@ebertchicago #debate  Romney  is cut off once again.  Biased!!!!!! ,-1,
10/16/2012,PM 9:33:45,This Nigga  Romney  has NO  respect  for the president this shit crazy b,-1,
10/16/2012,PM 9:33:46,I sense  China  is already  plotting  to take Romney out,0,
10/16/2012,PM 9:33:53,#debates Go  Romney!   Wrap  up great! Too bad Candy interrupted and gave it to O.,1,
10/16/2012,PM 9:33:55,Obama just described a corporate  tax  policy just like  Romney's  individual tax policy #hypocrite #wiright #debates,0,
10/16/2012,PM 9:34:04,"-  Romney,  talking about if yu dont  work  then you  don't  eat  !!",-1,
10/16/2012,PM 9:34:05,Glad she's finally learning how to  shut   Romney   up ,-1,
10/16/2012,PM 9:34:07,The  Romney   smirk  irks me,-1,
10/16/2012,PM 9:34:11,why is Romney talking about the  Chinese   hacking  into our computers,0,
10/16/2012,PM 9:34:12,Why does  Obama  keep  interrupting  Romney and asking Candy how much time is left??? There are clocks all over that stage!!,0,
10/16/2012,PM 9:34:14, Romney   kicked  Obama ass in the debate I have too say,1,
10/16/2012,PM 9:34:16, Romney  opposes equal  pay  for women.  Are you kidding me? How low can you get? Obama2012,-1,
10/16/2012,PM 9:34:19,I'm completely flabbergasted. Too many  lies  from  Romney  to tweet about. That man is one lying ass mother fucker. #debate,-1,
10/16/2012,PM 9:34:22, #Romney  plan to get US jobs back home? Lower our wages and  work  standards to China and everyone wins! #Debate,-1,
10/16/2012,PM 9:34:24,Where is the Cleveland bus driver when you need him RT @FUN: I'm waiting for  Obama  to  uppercut  Romney.,-1,
10/16/2012,PM 9:34:33, Romney  is such a  baller ,0,
10/16/2012,PM 9:34:34,In too many instances  Romney  kept repeating himself. Appears like he isn't listening--or like he doesn't have a lot of  ideas.  #debates,-1,
10/16/2012,PM 9:34:35," Romney:  ""China Hacking Our Goods"" Last Time I Checked  China  Make Half Of The Shit We Own",-1,
10/16/2012,PM 9:34:39, Romney  again not supporting his  statements  yawwwn,-1,
10/16/2012,PM 9:34:39, Voting  for  Obama  seems almost as stupid as looking down the barrel of a gun. #Romney2012,1,
10/16/2012,PM 9:34:41,"@krisinthemiddle No idea.  Romney,  in my opinion, is  winging  it.",1,
10/16/2012,PM 9:34:42,Down goes  Romney   down  goes Romney,1,
10/16/2012,PM 9:34:44,"@iamjerryphresh: My TimeLine looking like : Obama  Obama  Obama  F**k  Romney Obama Obama"" & some hoe talkin bout she lonely""",-1,
10/16/2012,PM 9:34:53,@NewYorker @BorowitzReport You bet!   Romney's   up  7-3!,1,
10/16/2012,PM 9:34:59,Mitt  Romney  just  stfu  can you do that,-1,
10/16/2012,PM 9:35:01," ""Government  does not create  jobs.  Government does not create jobs."" -Mitt Romney #Debates",0,
10/16/2012,PM 9:35:02,"Out of 172 people I'm following, I can honestly say i haven't seen a single  one  support anything  Obama  has said. #Romney2012",1,
10/16/2012,PM 9:35:04,"Mitt  Romney  uses the  phrase  ""small business"" like how people who write class essays use ""Shift + F7"". #fb",-1,
10/16/2012,PM 9:35:06,@TheKingNappy  Romney  is always  contradicting  himself. Who knows what he's really gonna do... At least we know what Obama's plans are.,-1,
10/16/2012,PM 9:35:08," Romney:  when you talk to small businesses about Obamacare, they say it prevents them from  hiring  new people #debate /not true",0,
10/16/2012,PM 9:35:08, Romney  is not about to  answer  this trill-ly.,0,
10/16/2012,PM 9:35:10, Romney:  Govt doesn't create  jobs.  Wife: Didn't he just say he wants to create jobs for the middle class? #debate2012,0,
10/16/2012,PM 9:35:10,#debate  Romney  says govt doesn't create  jobs.  What was the Hoover dam ? What was the EPA and TVA,0,
10/16/2012,PM 9:35:12, Romney  just said government doesn't create  jobs.  Why does he keep saying he's going to create 12 million if he becomes POTUS? #debate,0,
10/16/2012,PM 9:35:13, Romney  said  Chinese  r thieves n they need to stop making fake shits,0,
10/16/2012,PM 9:35:20,Fuck you dawg RT @jonsters_AM:  Romney's   winning  me over with his hatred of asains,1,
10/16/2012,PM 9:35:28,If government doesn't create  jobs  than how will you create jobs as president  Romney? ,-1,
10/16/2012,PM 9:35:31,"If ANYONE in my TL is even CONSIDERING  voting  for  Romney,  unfollow me now. Block me, for all I care.",-1,
10/16/2012,PM 9:35:32,@BretBaier Boooooooo to Moderator for now allowing  Romney  to finish his point on government not creating  jobs. ,0,
10/16/2012,PM 9:35:33,"I like  Romney  tbh. If i was old enough to vote, I would  vote  for him. #SorryNotSorry",1,
10/16/2012,PM 9:35:34,Mitt  Romney  does not care about  black  people,0,
10/16/2012,PM 9:35:35,oh..now I'm relieved!  Romney  cares about my  kids!  #Debate2012,1,
10/16/2012,PM 9:35:36, Romney  would let Mandingo have his wife for more  questions ,0,
10/16/2012,PM 9:35:37,"I'm a guy who wants to  help,  with the experience that I have, the American people -  Romney ",1,
10/16/2012,PM 9:35:38,"Here's your big chance to  shine,   Romney#shootforthestars ",1,
10/16/2012,PM 9:35:43,"hey  Romney,  if ""government doesn't create  jobs""  why the balls have you claimed you can do it the whole last hour and a half?",-1,
10/16/2012,PM 9:35:52," #Romney  asked to debunk misperceptions about him. AND, he references the  47%  comment. #lohudvotes #debate",-1,
10/16/2012,PM 9:35:54,----> RT @ClintColey: Oh really Mitt  Romney?  Your campaign isn't based on  attacking  Obama,-1,
10/16/2012,PM 9:35:55,Hell Yea . ! ! ! !  Fuck   Romney  . http://t.co/0GK0oSCM,-1,
10/16/2012,PM 9:35:56, Romney  spends all his time going around the question before actually  answering  it .,-1,
10/16/2012,PM 9:35:57,wait. Is  Romney  trying to say Obama's an atheist? I thought he was a  muslim....  #herpderp,0,
10/16/2012,PM 9:35:58,@StrangeDasein  Romney  and @Nashlogic both have binders full of  women. ,0,
10/16/2012,PM 9:35:59, Romney-bot  has  passion? ,1,
10/16/2012,PM 9:36:00,To me Obama and  Romney  are BOTH  lying  and that's a FACT!,-1,
10/16/2012,PM 9:36:04,That was a pretty irrelevant question there bruh. Now  Romney  is talking about how he was a Pastor and believes in  God.  #DefenseMode,0,
10/16/2012,PM 9:36:05," Romney  just said three time ""Government cannot create  jobs.""  umm so how does he plan on fixing things?",0,
10/16/2012,PM 9:36:06,"@COURTNEYHALL_:  Romney  looks like he says nigger""all the time . Don't  trust  a guy with Grey sideburns just don't do it.""",-1,
10/16/2012,PM 9:36:10,All Obama has to say to rebut  Romney  is...the  47%  video. What you say in secret is who you are.,-1,
10/16/2012,PM 9:36:12,!!!! RT @rolandsmartin: Mitt  Romney  says government doesn't create  jobs.  So why does he keep saying he will create 12 million jobs if POTUS?,-1,
10/16/2012,PM 9:36:12,Did  Romney  just pull the  religion  card? !,1,
10/16/2012,PM 9:36:16,"Assuming we are all ""children of the same god"" is ridiculously  naive,  Mr.  Romney.  #townhall2012",-1,
10/16/2012,PM 9:36:16, Romney   sit  yo LYING ASS down!!,-1,
10/16/2012,PM 9:36:17,If  Romney   Wins:  POOF Now You See Me. POOF Now You Don't,0,
10/16/2012,PM 9:36:18,I Really Can't  stand  Mitt  Romney ,-1,
10/16/2012,PM 9:36:19, Romney  has really  hairy  knuckles.,0,
10/16/2012,PM 9:36:19, Romney  is the  anti   Christ...I'm  convinced then talkn bout he believe in God ain't nothing he doin Godly,0,
10/16/2012,PM 9:36:23,Pastor??? Did  Romney  say he was somebody's  pastor?  #presidentialdebate,0,
10/16/2012,PM 9:36:25, Romney  believes in  God  ??,-1,
10/16/2012,PM 9:36:25,Really?  Romney  was a  pastor? ,0,
10/16/2012,PM 9:36:26,"Mitt  Romney,  how can you say that you care about 100% of Americans when, on video, you disregarded  47%  of them?",-1,
10/16/2012,PM 9:36:33, Romney  was a  preacher  ? Smh,0,
10/16/2012,PM 9:36:34,Is  Romney   positioning  himself as the bailout guy? I don't think America wants a Bain-style bail-out. #debate,-1,
10/16/2012,PM 9:36:35," Olympics  were saved by federal funding, not  Romney ",0,
10/16/2012,PM 9:36:36, Do  you? Do you really  Romney?-Giahhn ,0,
10/16/2012,PM 9:36:37, Romney  cares about 100% -  47%. ,-1,
10/16/2012,PM 9:36:39," Romney,  please don't pull the  religion  card.",-1,
10/16/2012,PM 9:36:41,"@tylera222 if I remember right, it was  Romney  at the beginning if the debate who thanked the  moderator  for hosting the event, Obama did not",0,
10/16/2012,PM 9:36:41," Romney  talking bout he care about us  kids  now. The last debate, he didnt give a damn.",1,
10/16/2012,PM 9:36:42,"@TheLastWord @MittRomney Than how, as President, the HEAD of the gov't, will  Romney  Create jobs, if Gov't Can't create  jobs? ",-1,
10/16/2012,PM 9:36:42,"Still cannot  believe  that a black man was actually elected as POTUS. That said, Mitt  Romney  can't believe it either. #debate2012",0,
10/16/2012,PM 9:36:44,@illytre25: Ok  Romney  idc what u  did  be4!!!!!!!!!!!,0,
10/16/2012,PM 9:36:47,What is going on with time on this  debate??  42 min Obama 38 Romney This is ridiculous! Better  equal  out at some point!,1,
10/16/2012,PM 9:36:47, Romney  forget he didn't care about that  47% ,-1,
10/16/2012,PM 9:36:49,@dbrew101  Romney  is  boring! ,-1,
10/16/2012,PM 9:36:54,"You were a pastor at your church, Mr.  Romney?  THERE'S NO SUCH THING AS A MORMON  PASTOR  MO FUCKER",-1,
10/16/2012,PM 9:36:56,"Mitt  Romney  trying to mainstream LDS religion by saying he was a pastor.  LIAR!  His church does not have pastors, only bishops",-1,
10/16/2012,PM 9:36:56,Not a  God  question and  Romney  mentioned God and I kind of nailed it but it's so much worse.,-1,
10/16/2012,PM 9:36:57, Romney  that man didn't ask you about your damn  religion.  Answer the damn question.,-1,
10/16/2012,PM 9:36:58,Why would  Romney  say 100% when Obama hasn't mentioned the  47%?  I think I just saw a light bulb go on above Obama's head,-1,
10/16/2012,PM 9:36:58,I Believe we are all Children of the Same  God  #Mitt  Romney ,1,
10/16/2012,PM 9:37:01," Romney's  right, we don't have to  settle. ",1,
10/16/2012,PM 9:37:03,"ì@MichaelSkolnik: Mitt  Romney,  WE DO NOT BELIEVE YOU!  #47Percent  #DebateîYou Need More People....,??",-1,
10/16/2012,PM 9:37:06, Romney    repeating  himself over and over,0,
10/16/2012,PM 9:37:06,My timeline lookin like  Obama  Obama Obama  Fuck  Romney Obama Obama And some hoe talkin bout she lonely.,-1,
10/16/2012,PM 9:37:08," Romney   the Son of  Perdition,  cuh..",-1,
10/16/2012,PM 9:37:15,Apparently  Romney  sat down with  Jesus  and they broke bread and drank wine and talked about politics together.,0,
10/16/2012,PM 9:37:16,"ì@Royal_Mentality:  Romney  fucked the  moderator,  thats why shes letting him walk all over her and interrupt her.î????????",-1,
10/16/2012,PM 9:37:17,Is  Romney   high ,0,
10/16/2012,PM 9:37:21, Fuck   Romney ,-1,
10/16/2012,PM 9:37:21,&&  Obama  serve's a president & gets shit  done  . Wassup Romney !,-1,
10/16/2012,PM 9:37:23, Shut  up  Candy.  Romney is on a roll. #debate,1,
10/16/2012,PM 9:37:23,Mitty  Romney  is just like a Jehovah's Witness...... Tryin to get u to buy into something he can't fully  explain!!! ,-1,
10/16/2012,PM 9:37:31, Romney  was a  preacher  #godlyman #whatUSneeds,0,
10/16/2012,PM 9:37:40,"Gov.  Romney  has easily  won  this debate, hands down!",1,
10/16/2012,PM 9:37:42,I  care  about 100% of the people  Romney  TU RANDE!,0,
10/16/2012,PM 9:37:43, Romney  never stays on  subject ,-1,
10/16/2012,PM 9:37:44,Lol My Mom Said She Wanna Beat  Romney  Ass Juss Because He Sound  Stupid  As Hell. . . Lol Im Weak,-1,
10/16/2012,PM 9:37:46,???????????? RT @lilduval:  Romney  better stop talking shit  about  china before they put a lien on America,-1,
10/16/2012,PM 9:37:47,@youtubepolitics.  Religion  doesn't belong in politics shut up  Romney ,-1,
10/16/2012,PM 9:37:48,@AnsuReg  Romney  have lost it all lol He is not  answering  the Q.. he is completely out of track..,-1,
10/16/2012,PM 9:37:50,@haylie_a I really dont have to the bumbling mess that is Mitt  Romney  is doin a great  job  for me. Im ashamed we're from the same state,-1,
10/16/2012,PM 9:37:52,Mitt  Romney  did this and he did that but he won't  do  it #newnikeslogan,-1,
10/16/2012,PM 9:37:52,Very #debatable RT @theryersonian  #Romney:  I  care  about 100% of American ppl #debates,0,
10/16/2012,PM 9:38:11,@mannyvay: #NBCPolitics  Romney  just said Goverment doesn't create  jobs.  Isn't that what he keeps saying he will do?????,0,
10/16/2012,PM 9:38:13," Romney  says the  college   unemployment  rate sucks.... If you get elected, I can't afford to even look at college. #allergiesflaring #stupidity",-1,
10/16/2012,PM 9:38:14," Obama:  ""I believe in everything Romney believes in. I believe in everything I believe in.  Believe  it.""",-1,
10/16/2012,PM 9:38:16, Romney   pissin  me tf off ! *turns channel*,-1,
10/16/2012,PM 9:38:18,@CKokoros but  Romney  isn't a small biz guy... He's a  millionaire ,0,
10/16/2012,PM 9:38:20,Mitt  Romney   reminds  me of the guy in high school who only has friends because his parents have a swimming pool #debates #debate2012,-1,
10/16/2012,PM 9:38:20,"What did  Romney  mean that ""government doesn't create  jobs""  when all night he has preached that his 5 point plan will change employment rates",0,
10/16/2012,PM 9:38:22,"He just did ha RT ""@nytjim: Obama doesn't mention 47 percent, but  Romney  says he cares about  ""100  percent of the American people""""",0,
10/16/2012,PM 9:38:24," Romney:  Also in articles when you've stated ""I'm not concerned with the really  poor."" ",0,
10/16/2012,PM 9:38:24,I love this man! He is smoking tonight!  Romney  is gonna have a  repeat  of tail tucking!Obama2012,-1,
10/16/2012,PM 9:38:31,"#debates2012  Romney  interrupting ""Government doesn't create  jobs!""  a moment ago,""If I become president, I'll get America working again""",0,
10/16/2012,PM 9:38:31," Romney-  ""I care about  100%  of Americans"" Someone fact check that shit. #RomneyExposed #RealRomney",-1,
10/16/2012,PM 9:38:40,and the  47%  is out again!  #Romney  #2012Debate,-1,
10/16/2012,PM 9:38:43,He helped in 'getting the Olympics on track'?! #BitchPlease All  Romney  done was  criticize  #Liar,0,
10/16/2012,PM 9:38:44,Lol  Romney  hating on obamacare but passed the same laws in his state.  Contradicting... ,0,
10/16/2012,PM 9:38:49,"In the end: Sound bite  wise,   Obama  has a number of Joe Bidens, Romney has a few  Yellow Birds.",-1,
10/16/2012,PM 9:38:52,Mitt  Romney  and his entire campaign is about attacking Obama. You can't grow by pushing other folks down especially with  lies. ,-1,
10/16/2012,PM 9:38:54, Romney  and Obama switched  tie   colors  for this debate. #debate,0,
10/16/2012,PM 9:38:54," Romney  is  Mormon..  His view on God is NOT the same as yours, promise.",0,
10/16/2012,PM 9:38:57," Romney  is a  strict  man , but he has no  plan  .. That last answer about getting jobs back in the US contained a huge deal of fluff .",2,
10/16/2012,PM 9:38:57,#debates  #Romney  wants us all to be  Mormons  and we will have charity to take care of the citizen. We don't need Government. #Ohio #Florida,-1,
10/16/2012,PM 9:39:07,"If I could publicly  speak  as well as Obama amd  Romney  do, I'd be so happy.   #ifonlyiknewwhattheyweretalkingabout",0,
10/16/2012,PM 9:39:13,Last 2 minutes President. Guess  Romney  got less time. POTUS fair really? Oh he get's last 2 mins. for  47%  msm bias. #debate,-1,
10/16/2012,PM 9:39:16,"If Romney is correct and #obama did kill Jobs, then I'm  voting  for  #romney.   I'm a big apple fan.",1,
10/16/2012,PM 9:39:17,Obama Get To The Point EveryTime  Romney  Be Trying To Add Stuff That Have  Nothing  To Do With America,-1,
10/16/2012,PM 9:39:18,"Why won't  Romney   mention  the word , ""Massachusetts?""",0,
10/16/2012,PM 9:39:19,Mitt  Romney  hasn't been in  Government  but was Gov. of Mass?  How does that work?,0,
10/16/2012,PM 9:39:20,Prediction:  FOX says  Romney   won  this debate.  Every other channel says Obama won the debate.,0,
10/16/2012,PM 9:39:23,"Obama said he believe  Romney  is a good man and loves his family. Then he wanted to say, BUT HE DON'T GIVE A FUCK ABOUT  AMERICA!!!!!LOL ",-1,
10/16/2012,PM 9:39:23, Romney  won't shut up about his precious  Olympics.  STFU. #RomneyExposed #ObamaWon,-1,
10/16/2012,PM 9:39:26,"The last 4 years didn't work out like Obama promised, it's time to move on and give Mitt  Romney  the  chance  to fix these mistakes #addebate2",1,
10/16/2012,PM 9:39:29,Well I'm not even watching this debate bc I'm lazy af but I think  Romney  is an  asshole  based off of most tweets,-1,
10/16/2012,PM 9:39:29, Romney  for  Bishop! ,0,
10/16/2012,PM 9:39:34,"the fact that  Romney  just brought up  God,  not fearing what others will say >>> #RESPECT",0,
10/16/2012,PM 9:39:37,Seems like  Romney  was focused on  bashing  the president while President  Obama  was focused on the  issues.. ,2,
10/16/2012,PM 9:39:38,Obama's first lie  'I believe  Romney  is a  good  man' you know he isn't. #debates,-1,
10/16/2012,PM 9:39:41,@BretBaier  Romney   wins ,-1,
10/16/2012,PM 9:39:52,#CantAfford4More  #Debates   #Romney ,0,
10/16/2012,PM 9:39:53, Romney  go  home  and go to sleep. Your tired of not winning!,-1,
10/16/2012,PM 9:39:56,So  Romney  Not gonna  shake  his hand this time I see LOL... #Angry?!,0,
10/16/2012,PM 9:39:57,...and the  President  ends  STRONG  and you know Romney is SEETHING he didn't get the last word. #SheVotes #BlogforObama,-1,
10/16/2012,PM 9:39:59,I  disagreed  with pretty much everything  Obama   said  #Romney2012,1,
10/16/2012,PM 9:39:59,Romney  wife  look like she give some good  neck.. ,0,
10/16/2012,PM 9:40:02,Romney  wife  a  AKA? ,0,
10/16/2012,PM 9:40:04,This is way  I  don't get into  politics...bc  it makes me wanna punch someone and kill Obama. #Romney ?????? #murica,2,
10/16/2012,PM 9:40:07,"My Timeline =  Obama,  Obama, Obama, Obama,  F*ck  Romney, Obama, Obama, & some hoe talking about she lonely.",-1,
10/16/2012,PM 9:40:11, Obama:  44:04Romney: 40:50Candy: Too  much  ...#debates,1,
10/16/2012,PM 9:40:12,Obama just went in for the kill with  Romney's   47%  comments.#winning #debate,-1,
10/16/2012,PM 9:40:14,Ann Romney's  hair  is so....  suburban.  #debates,-1,
10/16/2012,PM 9:40:26, Romney   Talks  about what He is not even asked. Shit,-1,
10/16/2012,PM 9:40:27,Michelle and Romney's  Wife  with  samedress   color ,0,
10/16/2012,PM 9:40:31, Romney  looks like The  Pervert  off of Family Guy hahahahahaha !,-1,
10/16/2012,PM 9:40:35,So is it agreed that  Romney   sucks? ,0,
10/16/2012,PM 9:40:36, Romney  =  Frazzled  meth-head,-1,
10/16/2012,PM 9:40:44, Romney  got worked and  spanked  with a paddle,-1,
10/16/2012,PM 9:40:56, Obama  spoke more than 3 minutes  longer  than Romney tonight #debates,0,
10/16/2012,PM 9:40:57,when people are tweeting about american politics and im like ??blah blah blah. i dont even know what this  Romney  guy  looks  like #dontcare,0,
10/16/2012,PM 9:40:58,"@pattonoswalt He pulled out the finishing move,  47%.  It like he pulled out  Romney's  heart and is just showing it to him. #debate",-1,
10/16/2012,PM 9:41:05, Romney's  closing  statement  was on point. #RomneyRyan2012,1,
10/16/2012,PM 9:41:08,#townhalldebate all these dick  suckers  on  #Romney  's did!,-1,
10/16/2012,PM 9:41:13,"I think the  President   won  this debate easily, he rattled Mitt Romney and stayed on the offensive the whole night.  #TeamObama",-1,
10/16/2012,PM 9:41:22,"@schuellerj Like I said, I don't think  Romney  relates well with the  public.   Obama  had a  crutch  for a moderator.",2,
10/16/2012,PM 9:41:36,Mitt Romney  wife  look like the bride of  chuckie  wife!!,0,
10/16/2012,PM 9:41:37,Ok the debate over lemme go use all my foodstamps INCASE  Romney  accidently  win  .,1,
10/16/2012,PM 9:41:41,Personal opinion.  Romney  spreaded his  checks  for Obama tonight.,0,
10/16/2012,PM 9:41:43,Willoughby just told me  Romney   won  because he is cool....as he walked inside from skateboarding.  #republican,-1,
10/16/2012,PM 9:41:44,"I enjoyed  Romney's   ""aaadriaaan""  moment as he stumbled away looking for Ann #debate",-1,
10/16/2012,PM 9:41:46,Romney  wife   ugly!   Ewwww,-1,
10/16/2012,PM 9:42:07,I bet  Romney  wears  crocs.. ,0,
10/16/2012,PM 9:42:12,I'd say  #Obama   won  that debate but  #MittRomney  sure made me  think!! ,2,
10/16/2012,PM 9:42:14,@IngrahamAngle Seemed a lot more than 4 minutes he just went on and on and on!  However he was right at the end  Romney  is a  good  man!,1,
10/16/2012,PM 9:42:16," Romney  put up a good  fight,  but  Obama   won  that one.",2,
10/16/2012,PM 9:42:18, Barack  is for  Everybody    Romney  is for the  Rich!!! ,2,
10/16/2012,PM 9:42:20,Mitt  Romney  last  try  .... #EpicFail,0,
10/16/2012,PM 9:42:21,"Wait  Romney,  are you trying to  tell  me your a senator ?!?! #SayItForThe100thTime",0,
10/16/2012,PM 9:42:33,@LatinosMatter:  #Obama   MOPS  THE FLOOR with #Mitt Romney!!!! Yes he did!,-1,
10/16/2012,PM 9:42:37," Romney   crushed  Obama, that was embarrassing to watch! #obamalosing #romneywinning",1,
10/16/2012,PM 9:42:49,"Is  Romney   sounding  autographs, smh",0,
10/16/2012,PM 9:42:55,All the  Romney  supports are awfully quiet tonight. Crickets. You're man's a  clown. ,-1,
10/16/2012,PM 9:42:57,both the first lady and ms. Romney  wearing   bubble gum pink. Do i sense a next  color  trend 4 spring #debate #pinktuesday,0,
10/16/2012,PM 9:42:57,The only thing that would've made this debate better would have been if  Biden  came out and yelled  MALARKEY  when Candy called Romney out! Lol,0,
10/16/2012,PM 9:43:00, Romney:  Govt doesn't create  jobs.  But mine would. #debate #hypocrite,1,
10/16/2012,PM 9:43:02, Romney  kept talking bout dat  47%  tho lol,-1,
10/16/2012,PM 9:43:02,The  Libya  portion of the debate might  break  in  Romney's   favor  after some fact checking is done. #debate,-1,
